@relation adult_train

@attribute age {Adult,Senior,Child}
@attribute workclass {State-gov,Self-emp-not-inc,Private,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute marital-status {Never-married,Married-civ-spouse,Divorced,Married-spouse-absent,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Adm-clerical,Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Prof_specialty,Protective-serv,Armed-Forces,Priv-house-serv,None}
@attribute relationship {Not-in-family,Husband,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute capital-gain {Low,None,High}
@attribute capital-loss {None,High,Low}
@attribute hours-per-week {FullTime,PartTime,OverTime}
@attribute native-country {United-States,Cuba,Jamaica,India,Mexico,South,Puerto-Rico,Honduras,England,Canada,Germany,Iran,Philippines,Italy,Poland,Columbia,Cambodia,Thailand,Ecuador,Laos,Taiwan,Haiti,Portugal,Dominican-Republic,El-Salvador,France,Guatemala,China,Japan,Yugoslavia,Peru,Outlying-US(Guam-USVI-etc),Scotland,Trinadad&Tobago,Greece,Nicaragua,Vietnam,Hong,Ireland,Hungary,Holand-Netherlands}
@attribute income {<=50K,>50K}

@data
Adult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,FullTime,United-States,>50K
Adult,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,None,None,FullTime,Mexico,<=50K
Adult,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Unmarried,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Federal-gov,9th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Prof_specialty,Husband,Asian-Pac-Islander,Male,None,None,OverTime,South,>50K
Adult,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Divorced,Exec-managerial,Own-child,White,Male,None,Low,FullTime,United-States,<=50K
Adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,None,None,PartTime,United-States,<=50K
Adult,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Male,None,None,FullTime,Puerto-Rico,<=50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-AF-spouse,Adm-clerical,Wife,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,PartTime,United-States,>50K
Adult,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,PartTime,United-States,<=50K
Adult,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Other,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,High,OverTime,Honduras,>50K
Adult,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,Mexico,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,Puerto-Rico,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Low,None,FullTime,United-States,<=50K
Adult,Private,7th-8th,Married-spouse-absent,Prof_specialty,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,FullTime,United-States,>50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Prof_specialty,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Separated,Sales,Own-child,Black,Female,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,OverTime,United-States,>50K
Adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Senior,Private,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,FullTime,Mexico,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,FullTime,United-States,<=50K
Senior,Private,10th,Married-civ-spouse,Prof_specialty,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,11th,Never-married,Other-service,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,None,None,FullTime,Cuba,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,High,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Divorced,Sales,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Never-married,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,None,Low,PartTime,United-States,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,OverTime,United-States,>50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,None,None,FullTime,England,<=50K
Adult,Federal-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,None,None,FullTime,United-States,<=50K
Senior,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,OverTime,United-States,>50K
Adult,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,FullTime,United-States,>50K
Child,Private,10th,Never-married,Prof_specialty,Own-child,White,Female,High,None,PartTime,United-States,<=50K
Adult,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,High,FullTime,Canada,>50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,Low,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,None,None,FullTime,Germany,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,Low,PartTime,United-States,<=50K
Adult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Prof_specialty,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,None,None,OverTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,Low,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,Iran,>50K
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,FullTime,United-States,>50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,None,None,PartTime,Mexico,<=50K
Adult,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,None,Low,FullTime,United-States,>50K
Senior,Private,Some-college,Never-married,Tech-support,Other-relative,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,High,FullTime,United-States,<=50K
Adult,Private,Some-college,Divorced,Prof_specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,PartTime,Mexico,<=50K
Adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,None,None,FullTime,Philippines,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Prof_specialty,Not-in-family,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Senior,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,Black,Male,None,Low,PartTime,United-States,<=50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,OverTime,United-States,<=50K
Adult,Private,Bachelors,Separated,Other-service,Other-relative,Black,Male,None,None,FullTime,United-States,<=50K
Senior,Private,1st-4th,Divorced,Prof_specialty,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,Masters,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,None,None,FullTime,England,<=50K
Adult,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,None,None,FullTime,Mexico,<=50K
Adult,Federal-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Masters,Widowed,Protective-serv,Unmarried,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Senior,Local-gov,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,None,High,FullTime,United-States,<=50K
Adult,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,High,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,OverTime,United-States,<=50K
Adult,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,PartTime,United-States,>50K
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,Mexico,>50K
Adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Divorced,Prof_specialty,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,FullTime,United-States,<=50K
Adult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,PartTime,United-States,>50K
Adult,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,None,None,PartTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,PartTime,United-States,<=50K
Adult,Private,5th-6th,Married-civ-spouse,Transport-moving,Other-relative,White,Male,None,None,FullTime,Mexico,<=50K
Adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,High,None,FullTime,United-States,>50K
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,Low,None,FullTime,United-States,>50K
Adult,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,None,None,FullTime,United-States,<=50K
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,High,FullTime,United-States,<=50K
Adult,Private,HS-grad,Never-married,Prof_specialty,Own-child,White,Male,None,None,FullTime,Italy,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,None,Low,FullTime,United-States,<=50K
Adult,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,None,None,PartTime,United-States,<=50K
Adult,Private,11th,Never-married,Sales,Own-child,White,Female,None,None,FullTime,United-States,<=50K
Adult,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,Low,None,PartTime,United-States,>50K
Adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,OverTime,United-States,<=50K
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,High,None,PartTime,United-States,>50K
Child,Private,11th,Never-married,Sales,Own-child,White,Female,None,None,PartTime,United-States,<=50K
Adult,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Some-college,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,None,None,FullTime,United-States,<=50K
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,FullTime,United-States,<=50K
Adult,Self-emp-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,FullTime,United-States,>50K
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,None,None,OverTime,United-States,>50K
Adult,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,None,None,FullTime,United-States,<=50K
